Name,URL
Charlie Bowman,https://kindredcocktails.com/cocktail/charlie-bowman
Charlie Chaplin,https://kindredcocktails.com/cocktail/charlie-chaplin
Charlie Tango,https://kindredcocktails.com/cocktail/charlie-tango
Charo's Kick,https://kindredcocktails.com/cocktail/charos-kick
Charterhouse,https://kindredcocktails.com/cocktail/charterhouse
Chartreuse Colada,https://kindredcocktails.com/cocktail/chartreuse-colada
Chartreuse Daiquiri,https://kindredcocktails.com/cocktail/chartreuse-daiquiri
Chartreuse Fizz,https://kindredcocktails.com/cocktail/chartreuse-fizz
Chartreuse Swizzle,https://kindredcocktails.com/cocktail/chartreuse-swizzle
Chase the Lion,https://kindredcocktails.com/cocktail/chase-lion
Chasing Fireflies,https://kindredcocktails.com/cocktail/chasing-fireflies
Chasing My Tail,https://kindredcocktails.com/cocktail/chasing-my-tail
Chasing Smoke,https://kindredcocktails.com/cocktail/chasing-smoke
Chasing Sunsets,https://kindredcocktails.com/cocktail/chasing-sunsets
Chatham Artillery Punch (Single Serve),https://kindredcocktails.com/cocktail/chatham-artillery-punch-single-serve
Chatham Cocktail,https://kindredcocktails.com/cocktail/chatham-cocktail
Chauncey,https://kindredcocktails.com/cocktail/chauncey
Chauncey Buck,https://kindredcocktails.com/cocktail/chauncey-buck
Chauncey Depew,https://kindredcocktails.com/cocktail/chauncey-depew
The Cheap Detective,https://kindredcocktails.com/cocktail/the-cheap-detective
Chee Hoo Fizz,https://kindredcocktails.com/cocktail/chee-hoo-fizz
Cheeky Sazerac,https://kindredcocktails.com/cocktail/cheeky-sazerac
The Cheerwine & Rye Sour,https://kindredcocktails.com/cocktail/cheerwine-rye-sour
Chelsea Dove,https://kindredcocktails.com/cocktail/chelsea-dove
Chelsea Manning,https://kindredcocktails.com/cocktail/chelsea-manning
Chemlabier,https://kindredcocktails.com/cocktail/chemlabier
Cheri Cheri,https://kindredcocktails.com/cocktail/cheri-cheri
Cherry Almond Gallette,https://kindredcocktails.com/cocktail/cherry-almond-gallette
Cherry Blossom,https://kindredcocktails.com/cocktail/cherry-blossom
Cherry Blossom (Jamie Boudreau),https://kindredcocktails.com/cocktail/cherry-blossom-jamie-boudreau
Cherry Blossom (Sip Northwest),https://kindredcocktails.com/cocktail/cherry-blossom-sip-northwest
Cherry Blossom (St. Germain version),https://kindredcocktails.com/cocktail/cherry-blossom-st-germain-version
Cherry Bomb,https://kindredcocktails.com/cocktail/cherry-bomb
Cherry Christmas,https://kindredcocktails.com/cocktail/cherry-christmas
Cherry Cobbler,https://kindredcocktails.com/cocktail/cherry-cobbler
Cherry Crush,https://kindredcocktails.com/cocktail/cherry-crush
Cherry Darling,https://kindredcocktails.com/cocktail/cherry-darling
Cherry Herring No. 2,https://kindredcocktails.com/cocktail/cherry-herring-no-2
Cherry Kola,https://kindredcocktails.com/cocktail/cherry-kola
Cherry Pop,https://kindredcocktails.com/cocktail/cherry-pop
Cherry Pop (PDT),https://kindredcocktails.com/cocktail/cherry-pop-pdt
Cherry Russell,https://kindredcocktails.com/cocktail/cherry-russell
Cherry Samba,https://kindredcocktails.com/cocktail/cherry-samba
Cherry Shrub Spritzer,https://kindredcocktails.com/cocktail/cherry-shrub-spritzer
Cherry Sling,https://kindredcocktails.com/cocktail/cherry-sling
Chestnut Dream,https://kindredcocktails.com/cocktail/chestnut-dream
Chet Baker,https://kindredcocktails.com/cocktail/chet-baker
Chet Helms,https://kindredcocktails.com/cocktail/chet-helms
Chicago Zephyr,https://kindredcocktails.com/cocktail/chicago-zephyr
(the) Chickadee,https://kindredcocktails.com/cocktail/chickadee
Chilcano de Pisco,https://kindredcocktails.com/cocktail/chilcano-de-pisco
Chili Waffel,https://kindredcocktails.com/cocktail/chili-waffel
The chill,https://kindredcocktails.com/cocktail/chill
Chimpgroni,https://kindredcocktails.com/cocktail/chimpgroni
Chin Up,https://kindredcocktails.com/cocktail/chin
China Clipper,https://kindredcocktails.com/cocktail/china-clipper
China Fight Cocktail,https://kindredcocktails.com/cocktail/china-fight-cocktail
Chinato e smoky,https://kindredcocktails.com/cocktail/chinato-e-smoky
Chinese Cocktail,https://kindredcocktails.com/cocktail/chinese-cocktail
Chinese Proverb,https://kindredcocktails.com/cocktail/chinese-proverb
Chingon,https://kindredcocktails.com/cocktail/chingon
Chipmunk,https://kindredcocktails.com/cocktail/chipmunk
Chocolate Lady,https://kindredcocktails.com/cocktail/chocolate-lady
Chocolate Manhattan,https://kindredcocktails.com/cocktail/chocolate-manhattan
Chocolate Negroni,https://kindredcocktails.com/cocktail/chocolate-negroni
The Chocolate Rye,https://kindredcocktails.com/cocktail/chocolate-rye
Chocoloni,https://kindredcocktails.com/cocktail/chocoloni
Choke Artist,https://kindredcocktails.com/cocktail/choke-artist
Choke Let Malt,https://kindredcocktails.com/cocktail/choke-let-malt
Choke Me Like You Love Me,https://kindredcocktails.com/cocktail/choke-me-you-love-me
Choke Me Softly,https://kindredcocktails.com/cocktail/choke-me-softly
Choke On This Drink,https://kindredcocktails.com/cocktail/choke-drink
Choke and Smoke,https://kindredcocktails.com/cocktail/choke-and-smoke
"Choke up, little Suzy",https://kindredcocktails.com/cocktail/choke-little-suzy
Choke Your Mother,https://kindredcocktails.com/cocktail/choke-your-mother
Chokehold,https://kindredcocktails.com/cocktail/chokehold
Chorizzo Bandito,https://kindredcocktails.com/cocktail/chorizzo-bandito
Chorrizo Lopez,https://kindredcocktails.com/cocktail/chorrizo-lopez
Chorrizo's Boulevardier Jaboneria,https://kindredcocktails.com/cocktail/chorrizos-boulevardier-jaboneria
Christmas Apricot,https://kindredcocktails.com/cocktail/christmas-apricot
Christmas Bonus,https://kindredcocktails.com/cocktail/christmas-bonus
Christmas Caipirinhas,https://kindredcocktails.com/cocktail/christmas-caipirinhas
Christmas Cheer,https://kindredcocktails.com/cocktail/christmas-cheer
The Christmas Cocktail,https://kindredcocktails.com/cocktail/the-christmas-cocktail
Christmas Concoction,https://kindredcocktails.com/cocktail/christmas-concoction
Christmas Eve,https://kindredcocktails.com/cocktail/christmas-eve
Christmas Evening,https://kindredcocktails.com/cocktail/christmas-evening
Christmas Fruitcake Cocktail,https://kindredcocktails.com/cocktail/christmas-fruitcake-cocktail
Christmas in Hell,https://kindredcocktails.com/cocktail/christmas-hell
Christmas in June,https://kindredcocktails.com/cocktail/christmas-june
Christmas in Kentucky,https://kindredcocktails.com/cocktail/christmas-in-kentucky
Christmas in New York,https://kindredcocktails.com/cocktail/christmas-new-york
Christmas in Prison,https://kindredcocktails.com/cocktail/christmas-prison
Christmas Island,https://kindredcocktails.com/cocktail/christmas-island
Christopher,https://kindredcocktails.com/cocktail/christopher
Christopher Tracy's Parade (Raspberry Beret Edition),https://kindredcocktails.com/cocktail/christopher-tracys-parade-raspberry-beret-edition
Chrysanthemum,https://kindredcocktails.com/cocktail/chrysanthemum
Chuckwagon Clive,https://kindredcocktails.com/cocktail/chuckwagon-clive
Chuncho Cooler,https://kindredcocktails.com/cocktail/chuncho-cooler
The Chunnel,https://kindredcocktails.com/cocktail/chunnel
Chupacabra,https://kindredcocktails.com/cocktail/chupacabra
Church Bay Cooler,https://kindredcocktails.com/cocktail/church-bay-cooler
Churchgoer,https://kindredcocktails.com/cocktail/churchgoer
Churchill,https://kindredcocktails.com/cocktail/churchill
Churchill's Breakfast,https://kindredcocktails.com/cocktail/churchills-breakfast
Chutes and Ladders,https://kindredcocktails.com/cocktail/chutes-and-ladders
Cider-Bourbon Cocktail,https://kindredcocktails.com/cocktail/cider-bourbon-cocktail
Cider Delighter,https://kindredcocktails.com/cocktail/cider-delighter
Cider House Rules,https://kindredcocktails.com/cocktail/cider-house-rules
Cider Shandy,https://kindredcocktails.com/cocktail/cider-shandy
Cider Smash,https://kindredcocktails.com/cocktail/cider-smash
Cienfuegos Shake,https://kindredcocktails.com/cocktail/cienfuegos-shake
Cigarettes and Chocolate Milk,https://kindredcocktails.com/cocktail/cigarettes-and-chocolate-milk
El Cigarillo Maduro,https://kindredcocktails.com/cocktail/el-cigarillo-maduro
Cin-Cyn,https://kindredcocktails.com/cocktail/cin-cyn
CINCO DE MAYO,https://kindredcocktails.com/cocktail/cinco-de-mayo
Cincorita,https://kindredcocktails.com/cocktail/cincorita
Cinnamon Girl,https://kindredcocktails.com/cocktail/cinnamon-girl
Cinnamon Pear Old Fashioned,https://kindredcocktails.com/cocktail/cinnamon-pear-old-fashioned
Cinquenta Cinquenta,https://kindredcocktails.com/cocktail/cinquenta-cinquenta
Ciquita Picante,https://kindredcocktails.com/cocktail/ciquita-picante
Circular Firing Squad,https://kindredcocktails.com/cocktail/circular-firing-squad
Circular Incision,https://kindredcocktails.com/cocktail/circular-incision
Circular Spritz,https://kindredcocktails.com/cocktail/circular-spritz
Cisco Bay,https://kindredcocktails.com/cocktail/cisco-bay
The Citadel,https://kindredcocktails.com/cocktail/citadel
Citrus Fever,https://kindredcocktails.com/cocktail/citrus-fever
City Bird,https://kindredcocktails.com/cocktail/city-bird
City of Gold Sling,https://kindredcocktails.com/cocktail/city-gold-sling
The City Hall,https://kindredcocktails.com/cocktail/city-hall
Ciudad Oscura,https://kindredcocktails.com/cocktail/ciudad-oscura
Ciudad Vieja,https://kindredcocktails.com/cocktail/ciudad-vieja
Civil Disobedience,https://kindredcocktails.com/cocktail/civil-disobedience
Clair de Lune,https://kindredcocktails.com/cocktail/clair-de-lune
Clandestine,https://kindredcocktails.com/cocktail/clandestine
Clandestino Old Fashioned,https://kindredcocktails.com/cocktail/clandestino-old-fashioned
Clare Island,https://kindredcocktails.com/cocktail/clare-island
Claret Lemonade,https://kindredcocktails.com/cocktail/claret-lemonade
The Claridge,https://kindredcocktails.com/cocktail/claridge
Clarified Wythe Russian,https://kindredcocktails.com/cocktail/clarified-wythe-russian
Classe Tous Risqués,https://kindredcocktails.com/cocktail/classe-tous-risques
Clavo y Concha,https://kindredcocktails.com/cocktail/clavo-y-concha
The Claymore,https://kindredcocktails.com/cocktail/claymore
Clean Slate,https://kindredcocktails.com/cocktail/clean-slate
Clear Intentions,https://kindredcocktails.com/cocktail/clear-intentions
Clear My Head,https://kindredcocktails.com/cocktail/clear-my-head
Clearlake,https://kindredcocktails.com/cocktail/clearlake
Clearly Aloe'n,https://kindredcocktails.com/cocktail/clearly-aloen
Clemen-thyme Sour,https://kindredcocktails.com/cocktail/clemen-thyme-sour
(the) Clementine,https://kindredcocktails.com/cocktail/clementine
Cleopatra,https://kindredcocktails.com/cocktail/cleopatra
Clermeil,https://kindredcocktails.com/cocktail/clermeil
The Clint Eastwood,https://kindredcocktails.com/cocktail/clint-eastwood
Clipper Ship,https://kindredcocktails.com/cocktail/clipper-ship
The Clive,https://kindredcocktails.com/cocktail/clive
Clive-iator,https://kindredcocktails.com/cocktail/clive-iator
Clive-R-ation,https://kindredcocktails.com/cocktail/clive-r-ation
Clive's SWOjamas,https://kindredcocktails.com/cocktail/clives-swojamas
Clive and the 4 P's,https://kindredcocktails.com/cocktail/clive-and-4-ps
CliveAmarg,https://kindredcocktails.com/cocktail/cliveamarg
CliveOroccan,https://kindredcocktails.com/cocktail/cliveoroccan
CliveQuadC,https://kindredcocktails.com/cocktail/clivequadc
(the) CLIVEsy,https://kindredcocktails.com/cocktail/clivesy
Cloak and Dagger,https://kindredcocktails.com/cocktail/cloak-and-dagger
Clock Water and Smoke,https://kindredcocktails.com/cocktail/clock-water-and-smoke
Clockwork Orange,https://kindredcocktails.com/cocktail/clockwork-orange
A Clockwork Orange,https://kindredcocktails.com/cocktail/clockwork-orange-0
Clockwork Orange (Taylor Hall),https://kindredcocktails.com/cocktail/clockwork-orange-taylor-hall
Cloister,https://kindredcocktails.com/cocktail/cloister
The Clooney,https://kindredcocktails.com/cocktail/clooney
The Close Call,https://kindredcocktails.com/cocktail/close-call
Close Enough For Jazz,https://kindredcocktails.com/cocktail/close-enough-jazz
Cloud 9,https://kindredcocktails.com/cocktail/cloud-9
Cloudbuster,https://kindredcocktails.com/cocktail/cloudbuster
Clover Club,https://kindredcocktails.com/cocktail/clover-club
The Clover Leaf Cocktail,https://kindredcocktails.com/cocktail/clover-leaf-cocktail
Clown Car,https://kindredcocktails.com/cocktail/clown-car
The Club Cocktail (from the University Club of St. Louis),https://kindredcocktails.com/cocktail/club-cocktail-university-club-st-louis
Clubland,https://kindredcocktails.com/cocktail/clubland
Clumsy Toasted Coconut Punch,https://kindredcocktails.com/cocktail/clumsy-toasted-coconut-punch
The Clyde,https://kindredcocktails.com/cocktail/clyde
The Coal Miner,https://kindredcocktails.com/cocktail/coal-miner
Coal Train,https://kindredcocktails.com/cocktail/coal-train
Coasta de Morte,https://kindredcocktails.com/cocktail/coasta-de-morte
Cobble Hill,https://kindredcocktails.com/cocktail/cobble-hill
Cobbler's Dream,https://kindredcocktails.com/cocktail/cobblers-dream
Cobra Kai Tai,https://kindredcocktails.com/cocktail/cobra-kai-tai
Cobra's Fang,https://kindredcocktails.com/cocktail/cobras-fang
Cocchi Cola,https://kindredcocktails.com/cocktail/cocchi-cola
Cock 'n Bull Special,https://kindredcocktails.com/cocktail/cock-n-bull-special
Cocktail à la Louisiane,https://kindredcocktails.com/cocktail/cocktail-la-louisiane
Cocktail de la Louisiane (Sam Ross),https://kindredcocktails.com/cocktail/cocktail-de-la-louisiane-sam-ross
Cocktail Maison,https://kindredcocktails.com/cocktail/cocktail-maison
Cocktail Maral,https://kindredcocktails.com/cocktail/cocktail-maral
Coco de Agua,https://kindredcocktails.com/cocktail/coco-de-agua
Coco En Rama,https://kindredcocktails.com/cocktail/coco-en-rama
Coco Fernet,https://kindredcocktails.com/cocktail/coco-fernet
Cocoa Puff Smash,https://kindredcocktails.com/cocktail/cocoa-puff-smash
Coconut Cardamom Milk Punch,https://kindredcocktails.com/cocktail/coconut-cardamom-milk-punch
Coconut Revolution,https://kindredcocktails.com/cocktail/coconut-revolution
Coconut Swizzle,https://kindredcocktails.com/cocktail/coconut-swizzle
Coconut Water Highball,https://kindredcocktails.com/cocktail/coconut-water-highball
Coda,https://kindredcocktails.com/cocktail/coda
Coffee & Cigarettes,https://kindredcocktails.com/cocktail/coffee-cigarettes
Coffee Cobbler,https://kindredcocktails.com/cocktail/coffee-cobbler
Coffee Cocktail,https://kindredcocktails.com/cocktail/coffee-cocktail
Coffee Continental,https://kindredcocktails.com/cocktail/coffee-continental
Coffee Nudge,https://kindredcocktails.com/cocktail/coffee-nudge
Coffee's For Closers,https://kindredcocktails.com/cocktail/coffees-closers
Coffee and Tonic,https://kindredcocktails.com/cocktail/coffee-and-tonic
Coffee Warmer,https://kindredcocktails.com/cocktail/coffee-warmer
CoffeeClive,https://kindredcocktails.com/cocktail/coffeeclive
Coffin Nail,https://kindredcocktails.com/cocktail/coffin-nail
Cognac Summit,https://kindredcocktails.com/cocktail/cognac-summit
Coin Toss,https://kindredcocktails.com/cocktail/coin-toss
Cointreau Palomita,https://kindredcocktails.com/cocktail/cointreau-palomita
Cointreau Teese,https://kindredcocktails.com/cocktail/cointreau-teese
Coked-Up Monk,https://kindredcocktails.com/cocktail/coked-monk
La Cola Nostra,https://kindredcocktails.com/cocktail/la-cola-nostra
Colchique,https://kindredcocktails.com/cocktail/colchique
Cold Cold Night,https://kindredcocktails.com/cocktail/cold-cold-night
Cold Spring Cocktail,https://kindredcocktails.com/cocktail/cold-spring-cocktail
Cold Stare,https://kindredcocktails.com/cocktail/cold-stare
Cold Was The Ground,https://kindredcocktails.com/cocktail/cold-was-ground
Colette,https://kindredcocktails.com/cocktail/colette
The Colevardier,https://kindredcocktails.com/cocktail/colevardier
El Colibri,https://kindredcocktails.com/cocktail/el-colibri
Colleen Bawn,https://kindredcocktails.com/cocktail/colleen-bawn
College and Grace,https://kindredcocktails.com/cocktail/college-and-grace
Collette's Panacea,https://kindredcocktails.com/cocktail/collettes-panacea
Colletti Royale,https://kindredcocktails.com/cocktail/colletti-royale
Collo Rosso,https://kindredcocktails.com/cocktail/collo-rosso
Colonel Beach's Plantation Punch,https://kindredcocktails.com/cocktail/colonel-beachs-plantation-punch
Colonel Carpano,https://kindredcocktails.com/cocktail/colonel-carpano
Colonel Grey,https://kindredcocktails.com/cocktail/colonel-grey
Colonial Affair,https://kindredcocktails.com/cocktail/colonial-affair
Colonial Cooler,https://kindredcocktails.com/cocktail/colonial-cooler
Colonial Cup,https://kindredcocktails.com/cocktail/colonial-cup
La Coloniale,https://kindredcocktails.com/cocktail/la-coloniale
The Colonialist,https://kindredcocktails.com/cocktail/colonialist
Colony Records,https://kindredcocktails.com/cocktail/colony-records
Color in Your Cheeks,https://kindredcocktails.com/cocktail/color-your-cheeks
Colossal Youth,https://kindredcocktails.com/cocktail/colossal-youth
Columbia Cocktail (Trader Vic's),https://kindredcocktails.com/cocktail/columbia-cocktail-trader-vics
Come Dancing!,https://kindredcocktails.com/cocktail/come-dancing
Comeback,https://kindredcocktails.com/cocktail/comeback
The Comet,https://kindredcocktails.com/cocktail/comet
Comfort Coffee,https://kindredcocktails.com/cocktail/comfort-coffee
Comfortable Blend:,https://kindredcocktails.com/cocktail/comfortable-blend
Comings and Goings,https://kindredcocktails.com/cocktail/comings-and-goings
Commando,https://kindredcocktails.com/cocktail/commando
The Commendatore,https://kindredcocktails.com/cocktail/commendatore
The Commodore,https://kindredcocktails.com/cocktail/commodore
Communist,https://kindredcocktails.com/cocktail/communist
El Compadre,https://kindredcocktails.com/cocktail/el-compadre
Companero,https://kindredcocktails.com/cocktail/companero
Companion,https://kindredcocktails.com/cocktail/companion
Company Buck,https://kindredcocktails.com/cocktail/company-buck
Compass Rose,https://kindredcocktails.com/cocktail/compass-rose
Complement Cocktail,https://kindredcocktails.com/cocktail/complement-cocktail
Comte de Sureau,https://kindredcocktails.com/cocktail/comte-de-sureau
Comte de Sureau (Morgenthaller),https://kindredcocktails.com/cocktail/comte-de-sureau-morgenthaller
Concord Grounded,https://kindredcocktails.com/cocktail/concord-grounded
Concord Sazerac,https://kindredcocktails.com/cocktail/concord-sazerac
El Condado,https://kindredcocktails.com/cocktail/el-condado
Condition ZULU,https://kindredcocktails.com/cocktail/condition-zulu
Conejito Picante,https://kindredcocktails.com/cocktail/conejito-picante
Coney Island,https://kindredcocktails.com/cocktail/coney-island
Coney Island Baby,https://kindredcocktails.com/cocktail/coney-island-baby
Coney Island Express,https://kindredcocktails.com/cocktail/coney-island-express
ConfabuBramble,https://kindredcocktails.com/cocktail/confabubramble
A Confederacy of Dunces,https://kindredcocktails.com/cocktail/confederacy-dunces
Confederation Bridge,https://kindredcocktails.com/cocktail/confederation-bridge
Conference,https://kindredcocktails.com/cocktail/conference
Confiant,https://kindredcocktails.com/cocktail/confiant
Confused Limey,https://kindredcocktails.com/cocktail/confused-limey
Confusion,https://kindredcocktails.com/cocktail/confusion
Conifer Cocktail,https://kindredcocktails.com/cocktail/conifer-cocktail
Conjurers & Concubines,https://kindredcocktails.com/cocktail/conjurers-concubines
(the) Connecticut,https://kindredcocktails.com/cocktail/connecticut
Connery,https://kindredcocktails.com/cocktail/connery
Conquistador,https://kindredcocktails.com/cocktail/conquistador
Conquistador (Jaime Salas),https://kindredcocktails.com/cocktail/conquistador-jaime-salas
Conquistador (Jennifer Contraveos),https://kindredcocktails.com/cocktail/conquistador-jennifer-contraveos
Constable Hook,https://kindredcocktails.com/cocktail/constable-hook
Constantinople,https://kindredcocktails.com/cocktail/constantinople
Constitution Hound,https://kindredcocktails.com/cocktail/constitution-hound
Constructive Summer,https://kindredcocktails.com/cocktail/constructive-summer
Contention City,https://kindredcocktails.com/cocktail/contention-city
Continuum,https://kindredcocktails.com/cocktail/continuum
Contour Line,https://kindredcocktails.com/cocktail/contour-line
Contrapposto,https://kindredcocktails.com/cocktail/contrapposto
The CooCoo Nut,https://kindredcocktails.com/cocktail/coocoo-nut
Cool Leatherette,https://kindredcocktails.com/cocktail/cool-leatherette
Coolidge,https://kindredcocktails.com/cocktail/coolidge
Cooper,https://kindredcocktails.com/cocktail/cooper
Cooper Brothers Cocktail,https://kindredcocktails.com/cocktail/cooper-brothers-cocktail
Cooper's Regard,https://kindredcocktails.com/cocktail/coopers-regard
Cooperstown,https://kindredcocktails.com/cocktail/cooperstown
Copenhagen Club,https://kindredcocktails.com/cocktail/copenhagen-club
Coperta da Sci,https://kindredcocktails.com/cocktail/coperta-da-sci
Copper Canyon,https://kindredcocktails.com/cocktail/copper-canyon
Copper Canyon Express,https://kindredcocktails.com/cocktail/copper-canyon-express
The Copper Kid,https://kindredcocktails.com/cocktail/copper-kid
Copper Pagoda,https://kindredcocktails.com/cocktail/copper-pagoda
Copper Penny,https://kindredcocktails.com/cocktail/copper-penny
Copper Swan,https://kindredcocktails.com/cocktail/copper-swan
The Copywriter,https://kindredcocktails.com/cocktail/copywriter
Coquito,https://kindredcocktails.com/cocktail/coquito
Coquito (Simple),https://kindredcocktails.com/cocktail/coquito-simple
Cora Middleton,https://kindredcocktails.com/cocktail/cora-middleton
Coraje,https://kindredcocktails.com/cocktail/coraje
El Corazon,https://kindredcocktails.com/cocktail/el-corazon
"Cordial Magnitude, officially.",https://kindredcocktails.com/cocktail/cordial-magnitude-officially
Corleone,https://kindredcocktails.com/cocktail/corleone
Corn 'n Oil,https://kindredcocktails.com/cocktail/corn-n-oil
Corn 'n Oil Sour,https://kindredcocktails.com/cocktail/corn-n-oil-sour
Corn Flower,https://kindredcocktails.com/cocktail/corn-flower
Corn and Oilier,https://kindredcocktails.com/cocktail/corn-and-oilier
Corner Office,https://kindredcocktails.com/cocktail/corner-office
Cornered,https://kindredcocktails.com/cocktail/cornered
Cornerman,https://kindredcocktails.com/cocktail/cornerman
Cornet,https://kindredcocktails.com/cocktail/cornet
Cornwall Negroni,https://kindredcocktails.com/cocktail/cornwall-negroni
Corny Panky,https://kindredcocktails.com/cocktail/corny-panky
Corporate Chorrizo,https://kindredcocktails.com/cocktail/corporate-chorrizo
Corpse Carré,https://kindredcocktails.com/cocktail/corpse-carre
Corpse Defiler #1,https://kindredcocktails.com/cocktail/corpse-defiler-1
Corpse Defiler #2,https://kindredcocktails.com/cocktail/corpse-defiler-2
Corpse Defiler #666,https://kindredcocktails.com/cocktail/corpse-defiler-666
Corpse Hand,https://kindredcocktails.com/cocktail/corpse-hand
Corpse King Reviver 71,https://kindredcocktails.com/cocktail/corpse-king-reviver-71
Corpse Rejuvenation,https://kindredcocktails.com/cocktail/corpse-rejuvenation
Corpse Reminder #1,https://kindredcocktails.com/cocktail/corpse-reminder-1
Corpse ReVeeVer,https://kindredcocktails.com/cocktail/corpse-reveever
Corpse Reviver #1,https://kindredcocktails.com/cocktail/corpse-reviver-1
Corpse Reviver #2,https://kindredcocktails.com/cocktail/corpse-reviver-2
Corpse Reviver #3,https://kindredcocktails.com/cocktail/corpse-reviver-3
Corpse Reviver #3 (Robert Hess),https://kindredcocktails.com/cocktail/corpse-reviver-3-robert-hess
Corpse Reviver #5,https://kindredcocktails.com/cocktail/corpse-reviver-5
Corpse Reviver #6,https://kindredcocktails.com/cocktail/corpse-reviver-6
Corpse Reviver #Rob,https://kindredcocktails.com/cocktail/corpse-reviver-rob
Corpse Reviver variation #8,https://kindredcocktails.com/cocktail/corpse-reviver-variation-8
Corrida de Cavalos,https://kindredcocktails.com/cocktail/corrida-de-cavalos
The Corrigan,https://kindredcocktails.com/cocktail/corrigan
Corsaire Carré,https://kindredcocktails.com/cocktail/corsaire-carre
The Corsican,https://kindredcocktails.com/cocktail/corsican
Cortez the Killer,https://kindredcocktails.com/cocktail/cortez-killer
A Corvette in the Stelvio,https://kindredcocktails.com/cocktail/corvette-stelvio
Cosmic Charlie Swizzle,https://kindredcocktails.com/cocktail/cosmic-charlie-swizzle
Cosmo (Honeycut),https://kindredcocktails.com/cocktail/cosmo-honeycut
Cosmopolitan,https://kindredcocktails.com/cocktail/cosmopolitan
Cosmopolitan Milk Punch,https://kindredcocktails.com/cocktail/cosmopolitan-milk-punch
Cotillion,https://kindredcocktails.com/cocktail/cotillion
Cotillion no. 2,https://kindredcocktails.com/cocktail/cotillion-no-2
Cotton Club,https://kindredcocktails.com/cocktail/cotton-club
Cotton Sox,https://kindredcocktails.com/cocktail/cotton-sox
Cottonworth,https://kindredcocktails.com/cocktail/cottonworth
The Count De Grace,https://kindredcocktails.com/cocktail/count-de-grace
Count ITP,https://kindredcocktails.com/cocktail/count-itp
The Count of Kingston,https://kindredcocktails.com/cocktail/count-kingston
Count Loretto,https://kindredcocktails.com/cocktail/count-loretto
The Count's Swizzle,https://kindredcocktails.com/cocktail/counts-swizzle
Country Doctor,https://kindredcocktails.com/cocktail/country-doctor
Country Life,https://kindredcocktails.com/cocktail/country-life
Country Life #2,https://kindredcocktails.com/cocktail/country-life-2
Countrypolitan,https://kindredcocktails.com/cocktail/countrypolitan
Coup De Grâce,https://kindredcocktails.com/cocktail/coup-de-grace
La couronne de poire renversée,https://kindredcocktails.com/cocktail/la-couronne-de-poire-renversee
Court and Degraw,https://kindredcocktails.com/cocktail/court-and-degraw
Court of the Crimson King,https://kindredcocktails.com/cocktail/court-crimson-king
COVO,https://kindredcocktails.com/cocktail/covo
Cowboy Coffee,https://kindredcocktails.com/cocktail/cowboy-coffee
Cowgirl's Downfall,https://kindredcocktails.com/cocktail/cowgirls-downfall
Crab Malice Cocktail,https://kindredcocktails.com/cocktail/crab-malice-cocktail
Crack in the Earth,https://kindredcocktails.com/cocktail/crack-earth
Crack the Skye,https://kindredcocktails.com/cocktail/crack-skye
Cradle of Life,https://kindredcocktails.com/cocktail/cradle-life
Craft Squirrel Sex Manhattan,https://kindredcocktails.com/cocktail/craft-squirrel-sex-manhattan
Craft Strawberry Daiquiri (Kevin Liu),https://kindredcocktails.com/cocktail/craft-strawberry-daiquiri-kevin-liu
The Crafty and Elusive Elk,https://kindredcocktails.com/cocktail/the-crafty-and-elusive-elk
Cranberry Beret,https://kindredcocktails.com/cocktail/cranberry-beret
Cranberry Brandy Sour,https://kindredcocktails.com/cocktail/cranberry-brandy-sour
Cranberry shrub cocktail,https://kindredcocktails.com/cocktail/cranberry-shrub-cocktail
Crangroni,https://kindredcocktails.com/cocktail/crangroni
Cranston,https://kindredcocktails.com/cocktail/cranston
Crazed Fruit,https://kindredcocktails.com/cocktail/crazed-fruit
Crazy Cherry,https://kindredcocktails.com/cocktail/crazy-cherry
Creature Comforts,https://kindredcocktails.com/cocktail/creature-comforts
Creep,https://kindredcocktails.com/cocktail/creep
Creme de No Swizzle,https://kindredcocktails.com/cocktail/creme-de-no-swizzle
Crenshaw,https://kindredcocktails.com/cocktail/crenshaw
Creole Cocktail,https://kindredcocktails.com/cocktail/creole-cocktail
Creole Contentment,https://kindredcocktails.com/cocktail/creole-contentment
Creole Lady,https://kindredcocktails.com/cocktail/creole-lady
Creole Poet,https://kindredcocktails.com/cocktail/creole-poet
Creolita,https://kindredcocktails.com/cocktail/creolita
Crimean Cup a la Marmora,https://kindredcocktails.com/cocktail/crimean-cup-la-marmora
Crimson & Clover,https://kindredcocktails.com/cocktail/crimson-clover
Crimson and Clover,https://kindredcocktails.com/cocktail/crimson-and-clover
Crimson Gradient,https://kindredcocktails.com/cocktail/crimson-gradient
Crimson King,https://kindredcocktails.com/cocktail/crimson-king
Crimson Lake,https://kindredcocktails.com/cocktail/crimson-lake
The Crippled Creek,https://kindredcocktails.com/cocktail/crippled-creek
The Crippler,https://kindredcocktails.com/cocktail/crippler
Crooked Tree,https://kindredcocktails.com/cocktail/crooked-tree
Crop Top,https://kindredcocktails.com/cocktail/crop-top
Cross Town Traffic,https://kindredcocktails.com/cocktail/cross-town-traffic
Crossing CPA,https://kindredcocktails.com/cocktail/crossing-cpa
Crowd Pleaser,https://kindredcocktails.com/cocktail/crowd-pleaser
